A0A0A7EPL0	AT1G08910.1
A0A1P8B1A2	AT2G21720.2
A0A1P8B1A7	AT2G33205.8
A0A1P8B1C2	AT2G38160.6
A0A1P8B1C5	AT2G41105.1
A0A1P8B1C6	AT2G37125.1
A0A1P8B1C9	AT2G39690.5
A0A1P8B1D7	AT2G05655.2
A0A1P8B1G7	AT2G24195.1
A0A1P8B1H3	AT2G33260.2
A0A1P8B1I0	AT2G10625.1
A0A1P8B1J1	AT2G11215.1
A0A1P8B1J6	AT2G48090.2
A0A1P8B1J7	AT2G25905.1
A0A1P8B1K0	AT2G29735.1
A0A1P8B1L8	AT2G01990.2
A0A1P8B1P2	AT2G19240.2
A0A1P8B1Q0	AT2G41505.3
A0A1P8B1T3	AT2G21595.1
A0A1P8B1T6	AT2G11025.1
A0A1P8B1X0	AT2G40020.4
A0A1P8B1Y5	AT2G47935.1
A0A1P8B1Y9	AT2G06425.1
A0A1P8B203	AT2G27313.1
A0A1P8B223	AT2G35820.2
A0A1P8B241	AT2G26515.1
A0A1P8B242	AT2G44993.1
A0A1P8B268	AT2G07634.1
A0A1P8B271	AT2G07637.1
A0A1P8B275	AT2G07631.1
A0A1P8B276	AT2G07636.1
A0A1P8B280	AT2G07632.1
A0A1P8B281	AT2G07638.1
A0A1P8B285	AT2G28580.2
A0A1P8B292	AT2G45243.1
A0A1P8B2A8	AT2G47245.1
A0A1P8B2B4	AT2G07633.1
A0A1P8B2C8	AT2G10025.1
A0A1P8B2C9	AT2G02765.3
A0A1P8B2D2	AT2G14265.1
A0A1P8B2E9	AT2G06265.1
A0A1P8B2F9	AT2G07613.1
A0A1P8B2G4	AT2G37930.4
A0A1P8B2G7	AT2G21455.1
A0A1P8B2I1	AT2G03965.1
A0A1P8B2I9	AT2G21450.2
A0A1P8B2K0	AT2G25420.4
A0A1P8B2K1	AT2G34220.2
A0A1P8B2K7	AT2G34530.3
A0A1P8B2L3	AT2G10545.1
A0A1P8B2L4	AT2G25460.2
A0A1P8B2M5	AT2G27930.6
A0A1P8B2M8	AT2G07674.2
A0A1P8B2N5	AT2G20250.2
A0A1P8B2R7	AT2G07800.1
A0A1P8B2T5	AT2G17990.3
A0A1P8B2U5	AT2G01710.2
A0A1P8B2U8	AT2G07652.1
A0A1P8B2V1	AT2G07654.1
A0A1P8B2V3	AT2G07659.1
A0A1P8B2V7	AT2G07658.1
A0A1P8B2W3	AT2G07656.1
A0A1P8B2W4	AT2G07655.1
A0A1P8B2W8	AT2G03823.1
A0A1P8B2Y0	AT2G02525.1
A0A1P8B312	AT2G40715.1
A0A1P8B314	AT2G25125.1
A0A1P8B324	AT2G14755.1
A0A1P8B340	AT2G04621.1
A0A1P8B359	AT4G07835.1
A0A1P8B386	AT4G00155.1
A0A1P8B397	AT4G11390.2
A0A1P8B398	AT4G09589.1
A0A1P8B399	AT4G38905.1
A0A1P8B3B5	AT4G09585.1
A0A1P8B3C0	AT4G07325.1
A0A1P8B3C2	AT4G16955.1
A0A1P8B3C9	AT4G15025.1
A0A1P8B3D3	AT4G16957.1
A0A1P8B3G1	AT4G09770.4
A0A1P8B3H9	AT4G15562.1
A0A1P8B3I7	AT4G31405.1
A0A1P8B3J6	AT4G01435.1
A0A1P8B3J8	AT4G05430.3
A0A1P8B3L9	AT4G03495.1
A0A1P8B3M4	AT4G03490.3
A0A1P8B3N2	AT4G38775.1
A0A1P8B3S0	AT4G19590.2
A0A1P8B3S9	AT4G07445.1
A0A1P8B3W1	AT4G00467.2
A0A1P8B3W3	AT4G20947.1
A0A1P8B3W5	AT4G15245.1
A0A1P8B3W6	AT4G13577.1
A0A1P8B3X9	AT4G04025.1
A0A1P8B3Y4	AT4G32535.1
A0A1P8B3Z8	AT4G23365.1
A0A1P8B415	AT4G13550.2
A0A1P8B417	AT4G20575.1
A0A1P8B420	AT4G26830.2
A0A1P8B423	AT4G36795.1
A0A1P8B449	AT4G22510.2
A0A1P8B453	AT4G12543.1
A0A1P8B457	AT4G16535.1
A0A1P8B460	AT4G08535.1
A0A1P8B474	AT4G22035.1
A0A1P8B498	AT4G18203.1
A0A1P8B4A5	AT4G24100.4
A0A1P8B4E4	AT4G30990.3
A0A1P8B4J0	AT4G26415.1
A0A1P8B4J1	AT4G03500.1
A0A1P8B4K0	AT4G00295.1
A0A1P8B4K5	AT4G15417.2
A0A1P8B4L0	AT4G20920.4
A0A1P8B4L7	AT4G31715.1
A0A1P8B4P1	AT4G38120.3
A0A1P8B4R6	AT4G16555.1
A0A1P8B4S5	AT4G02655.2
A0A1P8B4T0	AT4G13030.3
A0A1P8B4V1	AT4G00953.1
A0A1P8B4V9	AT4G00955.2
A0A1P8B4Y2	AT4G34139.1
A0A1P8B4Y3	AT4G39500.2
A0A1P8B502	AT4G08545.1
A0A1P8B531	AT4G22370.2
A0A1P8B544	AT4G13345.4
A0A1P8B554	AT4G24180.6
A0A1P8B590	AT4G14750.2
A0A1P8B5A1	AT4G09300.4
A0A1P8B5A6	AT4G21460.2
A0A1P8B5C8	AT4G15563.7
A0A1P8B5D8	AT4G38550.2
A0A1P8B5G1	AT4G10843.3
A0A1P8B5H9	AT4G28755.1
A0A1P8B5I4	AT4G08874.2
A0A1P8B5J4	AT4G37435.1
A0A1P8B5J6	AT4G19485.1
A0A1P8B5J8	AT4G03610.4
A0A1P8B5J9	AT4G27845.1
A0A1P8B5L0	AT4G10305.1
A0A1P8B5M9	AT4G24413.1
A0A1P8B5P0	AT4G28000.2
A0A1P8B5P2	AT4G02735.1
A0A1P8B5T0	AT4G20160.2
A0A1P8B5T9	AT4G34345.1
A0A1P8B5U0	AT4G20835.1
A0A1P8B5U7	AT4G14675.1
A0A1P8B5V0	AT4G04265.1
A0A1P8B5V4	AT4G16983.1
A0A1P8B5V8	AT4G24590.4
A0A1P8B5W2	AT4G22475.2
A0A1P8B5X7	AT4G19975.1
A0A1P8B5Y8	AT4G35485.1
A0A1P8B5Z1	AT4G31073.1
A0A1P8B5Z9	AT4G27565.1
A0A1P8B616	AT4G33885.1
A0A1P8B630	AT4G00163.1
A0A1P8B634	AT4G06655.1
A0A1P8B664	AT4G00889.1
A0A1P8B666	AT4G00883.1
A0A1P8B682	AT4G38005.1
A0A1P8B684	AT4G12495.1
A0A1P8B6A5	AT4G16940.5
A0A1P8B6A7	AT4G23780.2
A0A1P8B6B7	AT4G16233.1
A0A1P8B6C7	AT4G04415.1
A0A1P8B6C8	AT4G38213.1
A0A1P8B6C9	AT4G05097.1
A0A1P8B6F6	AT4G23860.3
A0A1P8B6G5	AT4G32080.3
A0A1P8B6H3	AT4G16920.8
A0A1P8B6J1	AT4G23355.1
A0A1P8B6J4	AT4G21063.1
A0A1P8B6M6	AT4G11670.4
A0A1P8B6P8	AT4G18253.1
A0A1P8B6S2	AT4G03157.1
A0A1P8B6X2	AT4G16040.2
A0A1P8B6X4	AT4G20953.1
A0A1P8B723	AT4G09435.1
A0A1P8B724	AT4G22495.1
A0A1P8B731	AT4G22940.2
A0A1P8B735	AT4G23015.1
A0A1P8B754	AT4G34265.5
A0A1P8B756	AT4G35685.1
A0A1P8B758	AT4G40063.1
A0A1P8B760	AT4G34880.2
A0A1P8B762	AT4G23373.1
A0A1P8B771	AT4G18215.1
A0A1P8B772	AT4G04555.1
A0A1P8B781	AT4G20703.1
A0A1P8B786	AT4G20707.1
A0A1P8B795	AT4G31685.1
A0A1P8B7B7	AT4G12555.1
A0A1P8B7E7	AT4G35375.1
A0A1P8B7I1	AT4G14920.3
A0A1P8B7I6	AT4G36600.2
A0A1P8B7J0	AT4G20735.1
A0A1P8B7J5	AT4G24615.1
A0A1P8B7K7	AT4G32342.2
A0A1P8B7K8	AT4G03130.2
A0A1P8B7M3	AT4G21570.2
A0A1P8B7P2	AT4G20935.1
A0A1P8B7R0	AT4G21515.1
A0A1P8B7Z9	AT4G21820.3
A0A1P8B801	AT4G03645.1
A0A1P8B830	AT4G26145.1
A0A1P8B877	AT4G16857.2
A0A1P8B891	AT4G08550.2
A0A1P8B8A2	AT4G14370.3
A0A1P8B8B4	AT4G01870.2
A0A1P8B8C0	AT4G17243.1
A0A1P8B8C5	AT4G00925.1
A0A1P8B8F8	AT4G33810.4
A0A1P8B8L5	AT4G32780.2
A0A1P8B8Q4	AT4G05555.1
A0A1P8B8R6	AT4G04605.1
A0A1P8B8R8	AT4G24265.2
A0A1P8B8U9	AT4G11373.1
A0A1P8B8X3	AT4G22463.1
A0A1P8B8X6	AT4G26460.2
A0A1P8B8Y5	AT4G22467.1
A0A1P8B8Z3	AT4G03625.1
A0A1P8B936	AT4G07995.1
A0A1P8B947	AT4G06643.1
A0A1P8B952	AT4G22270.2
A0A1P8B973	AT4G29037.1
A0A1P8B981	AT4G11402.1
A0A1P8B990	AT4G09035.1
A0A1P8B9B1	AT5G45990.2
A0A1P8B9B2	AT4G16380.3
A0A1P8B9B9	AT5G65685.5
A0A1P8B9E1	AT5G15843.1
A0A1P8B9E3	AT5G23480.6
A0A1P8B9F1	AT5G46085.1
A0A1P8B9F4	AT5G37470.2
A0A1P8B9I4	AT5G16120.4
A0A1P8B9K4	AT5G44010.4
A0A1P8B9P9	AT5G10890.2
A0A1P8B9Q6	AT5G62460.3
A0A1P8B9R0	AT5G18230.4
A0A1P8B9R1	AT5G56620.3
A0A1P8B9R8	AT5G43570.2
A0A1P8B9S8	AT5G35732.2
A0A1P8B9S9	AT5G52910.2
A0A1P8B9U7	AT5G22785.1
A0A1P8B9V7	AT5G46270.4
A0A1P8B9Z0	AT5G04347.2
A0A1P8B9Z1	AT5G08440.3
A0A1P8BA07	AT5G56555.1
A0A1P8BA18	AT5G60150.2
A0A1P8BA53	AT5G26280.3
A0A1P8BA56	AT5G23760.1
A0A1P8BA64	AT5G51915.1
A0A1P8BA72	AT5G14210.3
A0A1P8BAB6	AT5G10580.3
A0A1P8BAC2	AT5G14000.3
A0A1P8BAC6	AT5G46395.1
A0A1P8BAD1	AT5G25360.3
A0A1P8BAF7	AT5G53020.7
A0A1P8BAH0	AT5G26955.1
A0A1P8BAI4	AT5G14490.3
A0A1P8BAJ1	AT5G18640.4
A0A1P8BAK2	AT5G52045.1
A0A1P8BAK3	AT5G57569.1
A0A1P8BAK9	AT5G55090.2
A0A1P8BAM9	AT5G45115.2
A0A1P8BAQ1	AT5G35067.1
A0A1P8BAQ8	AT5G37165.1
A0A1P8BAT4	AT5G01950.7
A0A1P8BAT6	AT5G40510.2
A0A1P8BAW4	AT5G01017.1
A0A1P8BAW7	AT5G25995.1
A0A1P8BAX2	AT5G25195.1
A0A1P8BAX5	AT5G56985.1
A0A1P8BAY2	AT5G41830.2
A0A1P8BAY9	AT5G65225.1
A0A1P8BB01	AT5G58750.1
A0A1P8BB03	AT5G64687.1
A0A1P8BB09	AT5G38865.1
A0A1P8BB23	AT5G14515.1
A0A1P8BB42	AT5G20220.4
A0A1P8BB64	AT5G59610.5
A0A1P8BB69	AT5G23700.3
A0A1P8BB71	AT5G66335.1
A0A1P8BB81	AT5G17370.2
A0A1P8BB88	AT5G04110.2
A0A1P8BB94	AT5G03120.2
A0A1P8BBA5	AT5G08110.3
A0A1P8BBA6	AT5G01895.1
A0A1P8BBA7	AT5G18705.1
A0A1P8BBB0	AT5G04475.1
A0A1P8BBB8	AT5G07175.1
A0A1P8BBH0	AT5G05430.2
A0A1P8BBK2	AT5G10190.2
A0A1P8BBP0	AT5G54035.1
A0A1P8BBQ5	AT5G07150.2
A0A1P8BBR5	AT5G27493.1
A0A1P8BBR6	AT5G15685.1
A0A1P8BBS9	AT5G35913.1
A0A1P8BBT1	AT5G38392.1
A0A1P8BBT6	AT5G40310.2
A0A1P8BBW6	AT5G66595.1
A0A1P8BBX7	AT5G53710.2
A0A1P8BBZ0	AT5G64190.2
A0A1P8BC09	AT5G04380.3
A0A1P8BC41	AT5G17530.3
A0A1P8BC48	AT5G43155.1
A0A1P8BC51	AT5G25210.2
A0A1P8BC53	AT5G10435.1
A0A1P8BC60	AT5G22145.1
A0A1P8BC62	AT5G06120.9
A0A1P8BCA0	AT5G46297.1
A0A1P8BCA2	AT5G42140.2
A0A1P8BCC2	AT5G20450.10
A0A1P8BCC3	AT5G18920.2
A0A1P8BCJ7	AT5G61190.5
A0A1P8BCK8	AT5G32670.1
A0A1P8BCM5	AT5G05310.7
A0A1P8BCP0	AT5G04690.2
A0A1P8BCQ2	AT5G13565.1
A0A1P8BCS2	AT5G41025.1
A0A1P8BCS3	AT5G45455.1
A0A1P8BCT2	AT5G18735.1
A0A1P8BCU8	AT5G52270.2
A0A1P8BCW1	AT5G06645.1
A0A1P8BCW9	AT5G26090.2
A0A1P8BD07	AT5G26150.2
A0A1P8BD18	AT5G61330.2
A0A1P8BD36	AT5G27765.1
A0A1P8BD38	AT5G44063.1
A0A1P8BD66	AT5G10700.1
A0A1P8BD70	AT5G17167.1
A0A1P8BD72	AT5G39785.4
A0A1P8BD81	AT5G13390.2
A0A1P8BD86	AT5G60265.1
A0A1P8BD96	AT5G28462.1
A0A1P8BD97	AT5G25520.6
A0A1P8BDB6	AT5G24215.1
A0A1P8BDC6	AT5G52655.1
A0A1P8BDE3	AT5G22505.1
A0A1P8BDE8	AT5G14400.2
A0A1P8BDF2	AT5G49305.5
A0A1P8BDF3	AT5G24275.1
A0A1P8BDK1	AT5G44563.1
A0A1P8BDK2	AT5G22690.2
A0A1P8BDK6	AT5G14670.3
A0A1P8BDL3	AT5G44567.1
A0A1P8BDM1	AT5G19110.2
A0A1P8BDM5	AT5G14895.1
A0A1P8BDM7	AT5G44566.1
A0A1P8BDN2	AT5G42655.2
A0A1P8BDP1	AT5G18210.2
A0A1P8BDQ9	AT5G53637.1
A0A1P8BDT1	AT5G28345.1
A0A1P8BDU6	AT5G21950.6
A0A1P8BDW1	AT5G11565.1
A0A1P8BDW2	AT5G04937.1
A0A1P8BDW4	AT5G39870.2
A0A1P8BDX3	AT5G23490.2
A0A1P8BDX7	AT5G02065.1
A0A1P8BDZ7	AT5G02720.2
A0A1P8BE04	AT5G04933.1
A0A1P8BE35	AT5G10946.2
A0A1P8BE87	AT5G01470.6
A0A1P8BED0	AT5G22799.1
A0A1P8BED2	AT5G22796.1
A0A1P8BEE1	AT5G24740.3
A0A1P8BEG4	AT5G45277.1
A0A1P8BEI2	AT5G13920.2
A0A1P8BEI6	AT5G22970.3
A0A1P8BEK1	AT5G41763.2
A0A1P8BEK3	AT5G46380.2
A0A1P8BEL9	AT5G27893.1
A0A1P8BEN9	AT5G59660.3
A0A1P8BEQ7	AT5G63625.1
A0A1P8BER4	AT5G43064.1
A0A1P8BER7	AT5G35510.2
A0A1P8BET4	AT5G13590.5
A0A1P8BEU5	AT5G54043.1
A0A1P8BEV7	AT5G43068.1
A0A1P8BEX4	AT5G15940.3
A0A1P8BEY8	AT5G57960.2
A0A1P8BEZ4	AT5G03780.3
A0A1P8BF06	AT5G13295.1
A0A1P8BF61	AT5G56990.2
A0A1P8BF70	AT5G35688.2
A0A1P8BF78	AT5G37793.1
A0A1P8BF81	AT5G36225.1
A0A1P8BFD5	AT5G15025.1
A0A1P8BFD8	AT5G01940.3
A0A1P8BFF1	AT5G01570.3
A0A1P8BFG8	AT5G51620.4
A0A1P8BFI2	AT5G25756.1
A0A1P8BFJ4	AT5G52155.1
A0A1P8BFL1	AT5G43120.2
A0A1P8BFR9	AT5G17345.1
A0A1P8BFS0	AT5G07165.1
A0A1P8BFU6	AT5G11750.2
A0A1P8BFV1	AT5G47130.2
A0A1P8BFV2	AT5G54020.2
A0A1P8BFV7	AT5G52545.2
A0A1P8BG39	AT5G07630.1
A0A1P8BG42	AT5G60350.2
A0A1P8BG52	AT5G06811.1
A0A1P8BG62	AT5G35927.1
A0A1P8BG67	AT5G61940.2
A0A1P8BG68	AT5G52115.1
A0A1P8BG75	AT5G35926.2
A0A1P8BG76	AT5G25755.2
A0A1P8BG84	AT5G05285.1
A0A1P8BGB5	AT5G19430.5
A0A1P8BGB6	AT5G18937.1
A0A1P8BGC2	AT5G18933.1
A0A1P8BGC5	AT5G17305.1
A0A1P8BGC7	AT5G51585.1
A0A1P8BGE1	AT5G11975.1
A0A1P8BGE7	AT5G62573.1
A0A1P8BGF0	AT5G38720.2
A0A1P8BGF2	AT5G04395.1
A0A1P8BGG8	AT5G15745.1
A0A1P8BGI2	AT5G22765.1
A0A1P8BGI7	AT5G17530.4
A0A1P8BGL3	AT5G37715.1
A0A1P8BGL4	AT5G01850.2
A0A1P8BGM4	AT5G39715.1
A0A1P8BGN2	AT5G45210.4
A0A1P8BGN3	AT5G19633.1
A0A1P8BGN4	AT5G15533.1
A0A1P8BGP4	AT5G38391.1
A0A1P8BGP8	AT5G38397.1
A0A1P8BGR5	AT5G05635.1
A0A1P8BGR8	AT5G48610.5
A0A1P8BGS0	AT5G30360.1
A0A1P8BGT8	AT5G20995.1
A0A1P8BGX4	AT5G24620.3
A0A1P8BGX5	AT5G27607.1
A0A1P8BGY1	AT5G48450.2
A0A1P8BGZ5	AT5G19473.2
A0A1P8BH02	AT5G37247.1
A0A1P8BH03	AT5G03960.3
A0A1P8BH06	AT5G39775.1
A0A1P8BH19	AT5G05653.1
A0A1P8BH24	AT5G51465.1
A0A1P8BH36	AT5G03885.1
A0A1P8BH47	AT5G59895.1
A0A1P8BH56	AT5G03553.1
A0A1P8BH58	AT5G04680.4
A0A1P8BH59	AT5G04020.2
A0A1P8BH65	AT5G35180.5
A0A1P8BH68	AT5G60215.1
A0A1P8BH99	AT5G05675.1
A0A1P8BHA2	AT5G02510.2
A0A1P8BHA8	AT5G66050.4
A0A1P8BHB0	AT5G19675.1
A0A1P8BHB2	AT5G38747.1
A0A1P8BHB3	AT5G37410.2
A0A1P8BHB4	AT5G38743.1
A0A1P8BHC5	AT5G46825.1
A0A1P8BHH9	AT5G08005.1
A0A1P8BHW0	AT5G15537.2
A0A1P8BHY2	AT5G27065.1
A0A1R7T3B3	AT5G54710.2
A0A1R7T3B9	AT5G49645.1
A0A1R7T3C3	AT5G05735.1
A0A1R7T3C4	AT5G05085.1
A0A1R7T3F0	AT5G50365.1
A0A1R7T3H1	AT5G49780.3
A0A1R7T3H9	AT5G41130.3
A0A1R7T3I1	AT5G07545.1
A0A1R7T3I3	AT5G16100.2
A0A1R7T3I9	AT5G19595.1
A0A1R7T3J3	AT5G14275.1
A0A219HZL6	AT5G38660.2
A0A2P2CLH3	ATMG00520.1
A0AQW4	AT1G68800.1
A0JJX5	AT1G05500.1
A0JPU2	AT1G52565.1
A0JPV5	AT4G21865.1
A0JPW4	AT4G14145.1
A0JPW5	AT3G21490.1
A0JPZ2	AT3G62990.1
A0JPZ8	AT1G79700.1
A0JQ00	AT5G02740.1
A0JQ11	AT1G75980.1
A0JQ12	AT1G76020.1
A0JQ16	AT1G67060.1
A0JQ18	AT1G22890.1
A0JQ66	AT1G19040.1
A0JQ68	AT1G70990.1
A0JQ78	AT3G10405.1
A0JQ86	AT5G43140.1
A0MDQ1	AT2G45695.1
A0MEB5	AT1G47220.1
A0MES8	AT2G40220.1
A0MEX7	AT3G22000.1
A0MFH4	AT5G20640.1
A0MFL4	AT5G41590.1
A0MFS5	AT4G01037.1
A0MFS9	AT1G73020.3
A0MFT2	AT4G25070.2
A0SVK0	AT5G45830.1
A1A6H3	AT1G17160.1
A1A6I1	AT1G69980.1
A1A6I8	AT4G16765.6
A1A6J3	AT3G06950.1
A1A6K6	AT1G76940.1
A1A6M1	AT4G13670.1
A1L4V1	AT4G28550.1
A1L4V7	AT3G26115.1
A1L4W5	AT3G43700.1
A1L4X0	AT4G24460.2
A1L4X7	AT3G04590.2
A1L4Y1	AT3G10350.1
A1L4Y2	AT1G32780.1
A1L4Y4	AT5G61510.1
A1XJK0	AT3G10110.1
A1YKT1	AT3G18550.4
A2RVJ6	AT4G20290.1
A2RVJ8	AT5G10010.1
A2RVK7	AT4G27490.4
A2RVL9	AT1G13650.2
A2RVM0	AT4G23430.2
A2RVM4	AT5G17570.1
A2RVM8	AT1G23000.2
A2RVN2	AT1G27060.1
A2RVN3	AT1G66540.1
A2RVN9	AT3G50390.1
A2RVP7	AT3G10110.1
A2RVQ4	AT1G11500.3
A2RVQ5	AT3G57230.4
A2RVR7	AT2G47020.1
A2RVS1	AT1G29780.1
A2RVS4	AT4G31310.2
A2RVS6	AT3G49430.7
A2RVT6	AT1G68230.2
A2RVT9	AT5G38890.1
A2RVU1	AT1G31720.1
A2RVU4	AT4G08910.1
A2RVV7	AT2G38660.3
A2RVW1	AT4G33480.1
A3EWL3	AT5G44750.2
A3KPE8	AT3G50100.1
A3KPF2	AT5G49020.1
A3KPF3	AT3G02710.1
A3KPF5	AT1G52260.1
A3KPF8	AT1G79080.1
A4D998	AT1G25330.1
A4FVN8	AT1G10580.1
A4FVP2	AT4G16740.1
A4FVP6	AT1G34180.1
A4FVR1	AT1G55820.1
A4FVS2	AT5G41100.1
A4FVS4	AT1G76380.2
A4FVS5	AT1G75730.2
A4FVS9	AT1G76360.1
A4GNA8	AT4G25970.1
A4GSN8	AT1G79280.1
A4IJ27	AT4G00460.4
A4IJ37	AT2G02910.2
A4IJ41	AT3G10840.1
A4VCL8	AT4G36190.1
A4VCL9	AT3G10810.1
A4VCM0	AT3G03200.1
A5HEI1	AT5G15540.1
A5PHT0	AT1G24485.2
A6QR85	AT3G62050.1
A6QR87	AT5G20670.1
A6QRA1	AT4G14660.3
A7REC9	AT1G57777.1
A7RED0	AT1G57760.1
A7RED1	AT1G57775.1
A7RED5	AT3G03272.1
A7RED7	AT1G11572.1
A7REE4	AT1G21925.1
A7REE5	AT1G23147.1
A7REE7	AT1G34792.1
A7REE8	AT1G34830.1
A7REE9	AT1G34825.1
A7REF0	AT1G34860.1
A7REF1	AT1G45215.1
A7REF3	AT1G45223.1
A7REF7	AT1G53282.1
A7REG5	AT1G77682.1
A7REG6	AT2G04031.1
A7REG8	AT3G01329.1
A7REG9	AT3G01324.1
A7REH2	AT4G13075.1
A7REH6	AT5G36470.1
A7UL74	AT4G31400.1
A7WM73	AT3G55260.1
A7XDQ9	AT4G21060.2
A8MPR5	AT3G16290.1
A8MQ79	AT3G48209.1
A8MQ80	AT5G42895.1
A8MQ81	AT5G60945.1
A8MQ82	AT3G30387.1
A8MQ83	AT2G21727.1
A8MQ86	AT5G36340.1
A8MQ92	AT1G23145.1
A8MQ98	AT2G22155.1
A8MQA0	AT2G31005.1
A8MQA2	AT5G44265.1
A8MQA3	AT4G21065.1
A8MQA4	AT4G15953.1
A8MQA5	AT1G10717.1
A8MQD8	AT5G10780.2
A8MQE3	AT5G25770.3
A8MQE4	AT2G14378.1
A8MQE7	AT2G16592.1
A8MQF4	AT1G45221.1
A8MQG6	AT4G03298.1
A8MQG7	AT2G45950.5
A8MQG8	AT3G52050.3
A8MQH8	AT5G03190.2
A8MQH9	AT1G18620.2
A8MQI0	AT3G01322.1
A8MQI1	AT3G30383.1
A8MQI5	AT2G20605.1
A8MQI6	AT4G00440.2
A8MQI8	AT1G35467.1
A8MQI9	AT2G24205.1
A8MQJ3	AT5G35698.1
A8MQJ4	AT1G36078.1
A8MQJ8	AT2G37680.1
A8MQK2	AT5G36370.1
A8MQK7	AT1G54775.1
A8MQK9	AT5G58412.1
A8MQL1	AT1G04300.3
A8MQL3	AT3G01328.1
A8MQL5	AT2G16594.1
A8MQL7	AT2G34825.1
A8MQM1	AT3G44428.1
A8MQM2	AT1G60625.1
A8MQM7	AT2G22055.1
A8MQN0	AT2G41997.1
A8MQN2	AT5G64170.3
A8MQN4	AT1G53710.1
A8MQN6	AT2G01818.1
A8MQP2	AT4G11653.1
A8MQP7	AT2G16225.1
A8MQQ5	AT2G27160.2
A8MQR0	AT1G68910.1
A8MQR1	AT3G61700.2
A8MQR5	AT3G45245.1
A8MQR8	AT5G09445.1
A8MQR9	AT3G11825.1
A8MQS5	AT5G44578.1
A8MQW1	AT1G44191.1
A8MQW2	AT5G36520.1
A8MQW3	AT2G21270.3
A8MQW9	AT2G26865.1
A8MQX3	AT1G10745.1
A8MQX5	AT3G48208.1
A8MQX6	AT4G22513.1
A8MQX9	AT4G22517.1
A8MQY1	AT4G01540.1
A8MQY6	AT5G36320.1
A8MQY8	AT2G16505.1
A8MQY9	AT2G33847.2
A8MR00	AT2G32885.1
A8MR03	AT1G17130.2
A8MR08	AT1G26762.1
A8MR15	AT5G39645.1
A8MR21	AT5G04980.2
A8MR22	AT3G45248.1
A8MR31	AT1G75060.2
A8MR37	AT1G21928.1
A8MR38	AT4G02725.2
A8MR43	AT5G63085.1
A8MR45	AT1G07705.2
A8MR46	AT3G10185.1
A8MR54	AT3G19615.1
A8MR59	AT2G04039.3
A8MR63	AT3G45252.1
A8MR65	AT5G02200.2
A8MR68	AT3G55665.1
A8MR71	AT5G44495.1
A8MR74	AT2G32785.1
A8MR80	AT4G30845.1
A8MR84	AT5G05598.1
A8MR87	AT2G15000.7
A8MR88	AT2G16535.1
A8MR89	AT3G50845.1
A8MR90	AT3G59455.1
A8MR93	AT1G02145.3
A8MR94	AT1G58245.1
A8MR99	AT1G71240.1
A8MRC1	AT2G03667.1
A8MRC2	AT5G38197.1
A8MRC5	AT5G36658.1
A8MRC6	AT5G43525.1
A8MRC7	AT1G05170.2
A8MRC8	AT5G59105.1
A8MRC9	AT4G09545.1
A8MRD4	AT1G60815.1
A8MRD6	AT5G36540.1
A8MRD9	AT1G80810.3
A8MRE2	AT3G01326.1
A8MRE7	AT1G29418.1
A8MRE9	AT3G23635.1
A8MRF5	AT5G36500.1
A8MRF6	AT3G45285.1
A8MRF9	AT3G04735.1
A8MRG2	AT5G40570.2
A8MRG8	AT4G20325.1
A8MRH6	AT3G29797.1
A8MRI0	AT1G27135.1
A8MRI2	AT3G01327.1
A8MRI4	AT5G36657.1
A8MRI8	AT4G12825.1
A8MRJ4	AT2G22145.1
A8MRJ5	AT5G38378.1
A8MRK3	AT1G60913.1
A8MRK8	AT1G08310.2
A8MRK9	AT2G29540.3
A8MRL8	AT1G35035.1
A8MRM1	AT2G32835.1
A8MRM3	AT2G25312.1
A8MRM4	AT2G20618.1
A8MRM7	AT5G34828.1
A8MRN0	AT2G32788.1
A8MRN4	AT3G63095.1
A8MRP2	AT2G24390.1
A8MRP3	AT1G07747.1
A8MRP4	AT1G12663.1
A8MRP6	AT5G34882.1
A8MRP7	AT1G34930.1
A8MRQ2	AT5G36490.1
A8MRQ3	AT5G36659.1
A8MRQ5	AT4G22485.1
A8MRQ7	AT3G27425.1
A8MRU4	AT2G45250.2
A8MRU6	AT5G44582.1
A8MRV2	AT1G04778.1
A8MRV4	AT3G01331.1
A8MRV5	AT5G50345.1
A8MRV7	AT3G49270.3
A8MRV8	AT5G63230.1
A8MRV9	AT1G62262.1
A8MRX0	AT1G12140.3
A8MRX3	AT1G47278.2
A8MRX8	AT4G28397.1
A8MRY4	AT5G26673.1
A8MRY8	AT1G21835.1
A8MRY9	AT4G32272.1
A8MRZ2	AT3G26085.2
A8MRZ6	AT5G53742.1
A8MS05	AT4G26288.1
A8MS09	AT1G17235.1
A8MS10	AT1G58248.1
A8MS16	AT5G42567.1
A8MS19	AT3G29639.1
A8MS20	AT2G43440.1
A8MS22	AT5G14995.1
A8MS25	AT1G34850.1
A8MS30	AT3G45275.1
A8MS31	AT5G44574.1
A8MS38	AT2G20619.1
A8MS41	AT1G31500.4
A8MS52	AT5G36739.1
A8MS53	AT4G15393.2
A8MS59	AT2G20597.1
A8MS61	AT5G36550.1
A8MS68	AT3G16950.2
A8MS72	AT4G35655.1
A8MS73	AT2G44578.1
A8MS74	AT2G25482.1
A8MS76	AT5G36738.1
A8MS77	AT3G44718.1
A8MS78	AT1G05835.1
A8MS80	AT3G42565.1
A8MS81	AT4G33130.3
