query	subject	tmscore	seq_id	rmsd	aligned_length
Q6LA43	Q6LA43	1.0	1.0	0.0	535.0
B9FI73	Q9SU30	0.63929	0.142	3.86	345.0
A0A498IGS9	Q651D5	0.88558	0.594	1.93	155.0
A0A7J7H0J1	Q8H1F2	0.67097	0.58	1.99	157.0
A0A2P5Y9Z9	Q9XEC1	0.35196	0.156	4.4	167.0
A0A2R6RX71	Q7Y0E8	0.27541	0.04	7.08	200.0
A0A3Q7I967	Q6JN47	0.83267	0.338	3.33	560.0
I1IIA9	Q6TLJ2	0.70001	0.253	1.96	99.0
F6I5E9	Q9LV03	0.90186	0.738	1.68	164.0
A0A199VDX5	O65373	0.57781	0.43	3.56	149.0
Q6Z8T4	A8MS20	0.63137	0.215	4.03	297.0
A0A3Q7EJU8	Q8GYH5	0.51097	0.354	2.62	246.0
A0A498KC08	O64771	0.55475	0.423	2.05	52.0
W1NQJ4	Q9FFJ8	0.39987	0.19	4.41	158.0
F4JKS9	Q9HSF6	0.46426	0.178	1.8	73.0
Q0JES5	Q9FZ70	0.68485	0.21	3.35	405.0
K7V3F3	Q9LFB9	0.12204	0.065	8.16	124.0
A0A7J7HAQ2	Q0WPK4	0.53481	0.582	4.53	407.0
K7LNW3	Q5SRE5	0.6785	0.134	4.39	366.0
A0A804IE51	Q9MA75	0.41125	0.556	4.25	169.0
Q9M084	Q9M084	1.0	1.0	0.0	558.0
Q9XI32	C0HLF1	0.8873	0.297	1.94	145.0
F4IN30	Q91WC9	0.58776	0.224	4.62	379.0
A0A7J7GCS0	Q9FPW6	0.3341	0.026	4.96	76.0
Q8GXH4	Q6DG19	0.77426	0.191	4.01	425.0
Q9C650	Q38931	0.92203	0.519	1.25	160.0
F4HRH6	O80565	0.43047	0.107	5.56	271.0
Q8GYR7	Q9RRI2	0.62109	0.248	2.56	125.0
F4JLM5	F4JLM5	1.0	1.0	0.0	1190.0
A0A498IJQ7	P52412	0.97146	0.821	0.58	84.0
C7J169	Q3ED65	0.95053	0.671	0.81	82.0
A0A498KKT3	Q9S7T8	0.61033	0.397	2.48	126.0
A0A2I0VSN6	Q0WVK7	0.84538	0.177	3.63	413.0
Q9LXD0	Q9SZ67	0.33174	0.376	5.81	242.0
A0A7J7HXS8	Q07121	0.94007	0.583	1.07	115.0
Q8LB02	Q8LB02	1.0	1.0	0.0	280.0
P56785	P56785	1.0	1.0	0.0	1786.0
P56798	P56798	1.0	1.0	0.0	218.0
Q9FVE6	Q9FVE6	1.0	1.0	0.0	245.0
Q852U6	Q852U6	1.0	1.0	0.0	250.0
A0A804LM62	Q14527	0.82317	0.408	2.78	213.0
F4KEM2	Q4V8W7	0.82083	0.444	1.75	108.0
D7SWS4	Q94K73	0.75659	0.785	2.11	223.0
P82630	P82629	0.69811	0.507	2.43	71.0
A0A0Q3EIG7	Q9LFG0	0.11284	0.058	5.37	69.0
F6H4V9	Q8BXL7	0.81649	0.431	1.64	116.0
A0A498J318	Q4R8A8	0.26569	0.258	1.99	151.0
A0A0Q3K2V0	A6YFB5	0.53117	0.169	3.28	213.0
Q94KI8	Q94KI8	1.0	1.0	0.0	733.0
Q9SRZ4	Q9SRZ4	1.0	1.0	0.0	162.0
Q6EQH4	Q9M2S6	0.35672	0.304	3.75	102.0
Q8LF21	Q8LF21	1.0	1.0	0.0	614.0
A0A0P0WIL8	P44947	0.5527	0.116	4.11	276.0
Q9M1J9	Q5RJG1	0.55182	0.362	4.68	458.0
A0A498JPQ1	Q9SZ66	0.60879	0.289	3.13	135.0
F4J9W8	Q9Y263	0.43913	0.334	3.96	365.0
A0A498KR55	Q8VZE4	0.81991	0.474	2.52	190.0
D7TGP7	Q9SD34	0.3699	0.222	3.64	81.0
A0A7J7I357	O82531	0.86927	0.835	1.95	109.0
F4JPV2	B2RR83	0.33918	0.41	3.54	166.0
Q8L5R3	Q8L5R3	1.0	1.0	0.0	1254.0
W1NYP0	Q84K90	0.51625	0.342	2.91	155.0
A0A199UY36	Q0J5V5	0.98264	0.678	0.85	255.0
Q9FMR9	Q9FMR9	1.0	1.0	0.0	458.0
K7MFV5	Q5JN63	0.98548	0.75	0.48	112.0
A0A199V7J3	O81851	0.49978	0.19	4.49	179.0
Q9FLT9	A2RVP7	0.40099	0.248	2.53	117.0
K7M3V9	Q66LG9	0.17083	0.277	8.04	206.0
A0A6I9SIP0	F4KF27	0.48968	0.307	3.45	140.0
A0A2P5WGW0	Q94BR1	0.56309	0.311	4.97	283.0
I1KWP9	Q9P219	0.20174	0.077	7.56	313.0
A0A0P0XTI3	Q9FME0	0.86104	0.263	1.72	99.0
F6HYG5	P60838	0.75059	0.328	3.16	232.0
A0A7J7HFH2	Q93Z81	0.85267	0.679	2.35	218.0
Q9LIQ6	Q9LIQ6	1.0	1.0	0.0	234.0
Q9LJK4	Q9LJK4	1.0	1.0	0.0	360.0
Q9LEX0	Q9LEX0	1.0	1.0	0.0	290.0
B6SKC6	O49500	0.24725	0.362	7.04	235.0
K7L818	A1L1F4	0.80627	0.224	2.79	246.0
A0A7J7HQ39	Q9SK32	0.43863	0.131	4.66	291.0
Q94B75	C6DGZ0	0.52939	0.157	4.03	210.0
F4K5E2	Q6P4L9	0.24592	0.128	7.34	313.0
A0A3S3MIE3	Q9FWA3	0.98824	0.906	0.49	139.0
A0A199VB16	Q9VCK1	0.58862	0.314	2.44	70.0
F4KCK0	Q9LT31	0.63325	0.758	2.91	298.0
A0A498JZR5	Q9FGY4	0.66364	0.17	3.76	335.0
A0A0P0Y5E2	Q9SVA5	0.77214	0.217	4.11	701.0
A0A7J7HMH5	Q39659	0.77542	0.508	2.39	179.0
A0A3Q7F1Y8	Q9FNK5	0.72833	0.681	2.61	91.0
Q945X3	O04437	0.99317	0.83	0.45	212.0
A0A2P5YGV5	Q9FZ32	0.31864	0.316	2.52	57.0
A0A2R6QMK3	Q3E958	0.40551	0.622	3.82	90.0
A0A804R665	Q67UP9	0.4104	0.522	4.24	230.0
K7KDI5	Q7XBQ9	0.78148	0.191	3.14	246.0
A0A498J573	P49299	0.4557	0.841	1.91	511.0
A0A804NR96	Q9FME0	0.48819	0.171	4.07	298.0
Q9LVB8	Q9LVB8	1.0	1.0	0.0	327.0
A0A7J7GDZ5	Q9SA98	0.69213	0.621	2.98	116.0
Q84TJ0	Q84TJ0	1.0	1.0	0.0	591.0
W1NZF3	O04023	0.71965	0.175	2.49	126.0
Q9C6S6	Q6NQ83	0.59114	0.24	3.7	555.0
Q9FY68	Q9FY68	1.0	1.0	0.0	337.0
Q9C8V1	F4JY37	0.59662	0.513	4.8	376.0
A0A804NLT2	Q9LM33	0.23433	0.362	6.56	163.0
A0A1P8ATM6	Q2TAW0	0.69697	0.189	6.15	1051.0
A0A0P0W258	Q60437	0.20684	0.078	5.35	103.0
A0A0P0XVP3	I6YEE1	0.68997	0.232	3.39	289.0
W1NQ08	C0SUU6	0.28596	0.268	5.13	153.0
A0A3S3NW09	Q5U3Z0	0.88872	0.304	2.29	168.0
Q2R2N4	Q9S9M5	0.7423	0.381	2.19	299.0
B9DFG3	B9DFG3	1.0	1.0	0.0	1171.0
A0A3S3PHS6	F4IDS7	0.85688	0.778	1.89	266.0
A0A3S3NC92	Q7XBQ9	0.72198	0.216	4.29	385.0
A0A2R6R3A1	Q9STP8	0.24001	0.426	4.84	136.0
A0A0P0X7L2	O64788	0.77868	0.186	3.4	333.0
I1KGT2	P05100	0.46784	0.387	2.02	186.0
F6GYP6	Q9ZT94	0.41337	0.163	5.33	178.0
Q1PDN3	Q1PDN3	1.0	1.0	0.0	282.0
Q0DUG4	Q9LTX2	0.98673	0.649	0.6	251.0
A0A2R6PF71	Q9FJF4	0.19892	0.295	4.69	78.0
A0A2I0VS95	Q5RD71	0.60733	0.27	2.04	63.0
Q42134	Q42134	1.0	1.0	0.0	237.0
P56808	P56808	1.0	1.0	0.0	92.0
A0A0N7KNW6	P80196	0.91112	0.406	1.59	133.0
A0A498KKK6	P93002	0.42016	0.319	4.19	119.0
A0A199W9W0	Q9SKB3	0.73523	0.62	2.08	208.0
F4IZ82	F4IZ82	1.0	1.0	0.0	176.0
Q9ZU82	Q9ZU82	1.0	1.0	0.0	197.0
Q9LFM3	Q9GZZ1	0.8956	0.526	1.51	156.0
Q9M1S3	Q9M1S3	1.0	1.0	0.0	261.0
O64811	O64811	1.0	1.0	0.0	437.0
O82239	O82239	1.0	1.0	0.0	358.0
F4JQX7	Q05609	0.43529	0.424	6.5	540.0
A0A498IKN2	Q9FY93	0.574	0.265	3.21	166.0
A0A2R6PZH4	Q5XGY1	0.94206	0.472	1.34	322.0
Q9C711	Q08DJ7	0.76928	0.32	2.92	337.0
I1L6K8	P85172	0.58784	0.625	1.47	56.0
A0A0P0XJZ1	Q39214	0.75415	0.221	3.72	850.0
W1NWF2	O81825	0.77277	0.357	3.5	297.0
Q0DYB5	Q60560	0.89423	0.441	1.94	311.0
Q9LUS7	Q9LUS7	1.0	1.0	0.0	138.0
A0A443P8C0	Q8LDP4	0.42951	0.69	1.77	200.0
Q9LZE2	Q8CIK8	0.51004	0.18	4.01	361.0
A0A443NRB3	F4KFM8	0.33984	0.384	4.15	73.0
Q9LVA9	Q9LVA9	1.0	1.0	0.0	420.0
A0A804I572	Q9LNN7	0.62371	0.55	2.0	100.0
A0A3Q7GJF3	P10978	0.84084	0.367	2.05	109.0
Q9SIE7	Q9SIE7	1.0	1.0	0.0	183.0
Q9SLN0	Q9DB25	0.86134	0.42	2.48	312.0
A0A804K786	F4I9Q5	0.97788	0.726	0.79	146.0
I1MEK2	Q9FZA0	0.49384	0.527	2.62	74.0
Q9LZ00	Q9LZ00	1.0	1.0	0.0	426.0
Q9FHX8	Q9FHX8	1.0	1.0	0.0	92.0
A0A199W5I2	F4HSD5	0.24919	0.244	6.48	250.0
A0A7J7GJW1	A8MR93	0.86917	0.596	2.22	213.0
A0A2I0WCT6	O00370	0.81208	0.159	3.01	264.0
Q94AC8	Q95RC0	0.54748	0.197	3.12	173.0
A0A804LPD7	O23215	0.33729	0.248	5.64	125.0
A0A804N546	P45727	0.37934	0.503	4.78	153.0
Q5SN81	Q8K4L3	0.15051	0.037	10.52	328.0
F6HUJ6	Q9LE33	0.92689	0.573	1.81	286.0
B4FIM4	Q9SZ67	0.36097	0.355	5.62	197.0
A0A2P5XU56	Q7XWS7	0.61927	0.515	3.63	134.0
Q6ZD62	C1PGW1	0.2143	0.279	5.68	111.0
A0A3Q7I0F8	Q94HW2	0.8397	0.394	2.74	170.0
A0A1P8AWF5	Q6DJF8	0.91073	0.386	2.03	220.0
Q75GY0	Q75GY0	1.0	1.0	0.0	228.0
A0A443NE11	Q8L8B8	0.97706	0.761	0.58	67.0
A0A3Q7F7F1	Q9VE61	0.22521	0.296	3.0	81.0
D7TVL2	Q0VGT4	0.50817	0.278	3.14	90.0
Q9LR33	Q9LR33	1.0	1.0	0.0	146.0
C6TFS6	P49680	0.47484	0.306	4.22	124.0
Q9FNE9	Q9FNE9	1.0	1.0	0.0	349.0
Q0WPX7	Q0WPX7	1.0	1.0	0.0	285.0
P56799	P56799	1.0	1.0	0.0	201.0
F4J355	Q5REM7	0.58169	0.392	1.35	158.0
A0A804ISK2	Q94AW8	0.4189	0.435	2.65	69.0
O22715	O22715	1.0	1.0	0.0	428.0
K7KAZ1	Q28739	0.6297	0.141	2.0	99.0
Q8L7D5	Q8L7D5	1.0	1.0	0.0	477.0
Q9FHP6	Q9FHP6	1.0	1.0	0.0	168.0
I1N045	Q9ZTP3	0.74407	0.588	3.1	148.0
Q9ZVS4	P0DO21	0.95665	0.632	1.67	427.0
A0A3S3NVH2	Q6EP49	0.26507	0.417	3.22	84.0
Q9FGR7	Q9FGR7	1.0	1.0	0.0	723.0
A0A2P5VWG2	A2X0Q6	0.1935	0.406	5.65	69.0
A0A804KXA2	Q2HXL0	0.95217	0.768	1.83	517.0
O49279	O49279	1.0	1.0	0.0	374.0
F4IBA7	Q5VW38	0.69732	0.164	3.62	269.0
A0A2P5YAJ3	P93740	0.79341	0.738	1.39	122.0
K7L6J7	Q54RQ8	0.18615	0.062	7.42	146.0
Q94AA1	Q94AA1	1.0	1.0	0.0	464.0
A0A7J7IBB5	P54162	0.70434	0.238	2.25	130.0
Q9FFK3	Q9FFK3	1.0	1.0	0.0	556.0
A0A2K2D831	A8Y9F6	0.95456	0.987	0.7	78.0
A0A3S3MA18	Q7YJX3	0.94761	0.825	1.85	382.0
A0A0R0III7	Q9LSF6	0.87863	0.579	2.11	159.0
Q9SAG1	Q9SAI1	0.39741	0.156	4.81	128.0
O65413	O65413	1.0	1.0	0.0	508.0
A0A498IGK5	Q9SLX0	0.91965	0.745	1.97	349.0
A0A0Q3N3R9	Q8VZ20	0.38405	0.438	4.19	144.0
D7SI63	Q0VD35	0.23724	0.195	4.46	77.0
Q9FZK4	Q9FZK4	1.0	1.0	0.0	122.0
A0A6I9TA41	Q9C9Z5	0.94963	0.769	0.42	65.0
Q31708	Q31708	1.0	1.0	0.0	362.0
A0A0R0GRH4	Q27W01	0.34604	0.458	3.48	59.0
A0A2K2CJU7	Q53KW9	0.28759	0.31	4.91	158.0
Q9SG79	Q9SG79	1.0	1.0	0.0	455.0
Q9ATB4	Q9ATB4	1.0	1.0	0.0	487.0
W1PK14	H9BZ66	0.96449	0.693	0.98	163.0
A0A498KE38	Q7MH54	0.95157	0.434	0.79	76.0
P56662	P56662	1.0	1.0	0.0	85.0
Q8GWK6	Q8GWK6	1.0	1.0	0.0	187.0
Q9LJG8	Q9LJG8	1.0	1.0	0.0	443.0
Q8L7M3	Q9NVM6	0.37079	0.316	4.15	136.0
Q93V58	Q93V58	1.0	1.0	0.0	396.0
A0A0R0G4J5	Q9FNX8	0.80043	0.553	2.96	378.0
A0A3Q7EG84	P14903	0.39347	0.182	4.26	77.0
A0A0Q3HN80	C3MQ80	0.57535	0.29	1.3	62.0
A0A0R0GE91	Q94K49	0.7299	0.138	3.77	282.0
I1L495	Q9FJY7	0.83954	0.368	3.3	508.0
Q9LTU6	Q9NRX1	0.85804	0.55	1.55	191.0
A0A2R6R0L3	Q32GT9	0.64148	0.101	3.2	237.0
A0A1P8AW53	A4IFH4	0.86079	0.288	1.53	191.0
B4FMF5	Q9FM89	0.66838	0.214	3.68	392.0
Q9SA60	Q9SA60	1.0	1.0	0.0	793.0
A0A0Q3KVW8	D3ZS74	0.56695	0.191	3.3	136.0
A0A804J9S6	Q6YZA9	0.63326	0.617	1.99	47.0
F4IY62	F4IY62	1.0	1.0	0.0	883.0
P29517	P29517	1.0	1.0	0.0	444.0
A0A7J7GFZ7	Q5R3Z8	0.91912	0.28	1.95	257.0
Q949S7	O74482	0.69699	0.311	2.71	209.0
A0A0R0IA10	P0C5E2	0.8004	0.371	3.4	237.0
A0A3S4NHI6	B3TPQ7	0.84603	0.45	1.55	507.0
Q9SCR0	Q9SCR0	1.0	1.0	0.0	542.0
I1M0M5	Q9LHH5	0.19763	0.212	5.87	104.0
I1JU03	Q9ZUE9	0.7092	0.253	4.51	479.0
F4IS25	P52409	0.68886	0.462	1.6	91.0
Q9C9W0	Q9C9W0	1.0	1.0	0.0	263.0
A0A804LAX6	Q9FN94	0.8273	0.307	2.51	473.0
B6U5V3	Q9ZU65	0.31414	0.299	4.02	107.0
Q8VZB1	P0AD13	0.64062	0.226	2.74	252.0
F6H961	Q5IBC5	0.79985	0.458	3.18	694.0
Q8L9G7	Q8L9G7	1.0	1.0	0.0	250.0
F6HB02	Q9LW84	0.80437	0.26	2.12	100.0
A0A0P0XUM9	Q9M347	0.31789	0.227	4.16	110.0
I1NGN8	Q9S823	0.21698	0.159	7.16	214.0
A0A199VJ02	Q653F4	0.65918	0.634	3.85	383.0
A0A2I0X3W5	Q9FFJ8	0.76959	0.347	2.3	49.0
I1JPS7	Q9M364	0.35142	0.137	4.84	153.0
F4JIF2	P13829	0.23112	0.085	5.48	82.0
Q8S8F2	Q8S8F2	1.0	1.0	0.0	940.0
Q9LUG5	Q9LUG5	1.0	1.0	0.0	314.0
Q84TF1	F1QVR8	0.95549	0.549	0.96	204.0
Q9FDZ8	Q8K4K1	0.27266	0.292	1.74	72.0
O49697	O49697	1.0	1.0	0.0	262.0
F6I5A1	F4I1X0	0.74783	0.591	2.72	164.0
Q9XGM1	Q9XGM1	1.0	1.0	0.0	261.0
Q9SWX9	Q9SWX9	1.0	1.0	0.0	435.0
Q9ZUT8	Q9ZUT8	1.0	1.0	0.0	1413.0
A0A1D6KWW4	C0HLQ1	0.57044	0.431	1.46	58.0
Q8GXP4	Q66H56	0.70462	0.153	4.48	378.0
Q9M1I6	Q9M1I6	1.0	1.0	0.0	801.0
A0A0R0H7N0	Q20168	0.72709	0.2	2.48	70.0
A0A2R6QJK6	P42814	0.76589	0.592	2.09	130.0
Q9M1Y1	Q9M1Y1	1.0	1.0	0.0	418.0
Q1H5E9	Q1H5E9	1.0	1.0	0.0	397.0
Q9SIC4	Q9SIC4	1.0	1.0	0.0	379.0
Q8LPI5	O24467	0.88358	0.696	2.07	451.0
Q9SHY2	Q9SHY2	1.0	1.0	0.0	688.0
A0A2P5YMT0	B3QZS3	0.31735	0.089	5.72	101.0
A0A2P5YE72	P93604	0.82051	0.435	2.82	168.0
Q8L649	Q8L649	1.0	1.0	0.0	248.0
Q9SR08	Q9SR08	1.0	1.0	0.0	390.0
U5DCU5	Q9FLH8	0.9355	0.693	1.8	137.0
Q5PP70	Q5PP70	1.0	1.0	0.0	276.0
Q6NLV4	Q6NLV4	1.0	1.0	0.0	647.0
Q39168	Q39168	1.0	1.0	0.0	148.0
A0A0R0K7V1	Q8H129	0.99144	0.647	0.45	167.0
Q93WF6	Q93WF6	1.0	1.0	0.0	97.0
D7T2Q2	F4JRF4	0.85885	0.522	2.53	184.0
A0A3S4PC73	Q9SZJ6	0.27599	0.359	3.4	92.0
Q9ASS2	Q9ASS2	1.0	1.0	0.0	601.0
A0A804LBE4	Q42670	0.87018	0.757	1.51	259.0
I1KZU5	Q54K74	0.60901	0.211	3.64	175.0
A0A7J7HW21	Q0WVL7	0.37017	0.113	6.52	309.0
Q8RWE7	Q2KI54	0.83691	0.222	3.53	630.0
A0A0R0J5M8	Q9FF31	0.57679	0.197	4.38	229.0
A0A3S3N9W9	Q42381	0.9386	0.531	1.85	386.0
Q9LVM3	P72777	0.47027	0.41	1.8	105.0
A0A494G8R9	P10330	0.92943	0.852	1.53	385.0
A0A7J7HC29	Q7XZU0	0.75138	0.576	3.99	575.0
A0A804MNX7	P08818	0.95593	0.476	0.88	105.0
K7KM40	O49285	0.91782	0.718	2.48	433.0
Q0WKV8	Q0WKV8	1.0	1.0	0.0	774.0
A0A7J7FV76	Q9M8L9	0.90586	0.763	1.81	211.0
A0A498IQ17	Q9DCG6	0.58636	0.424	1.87	269.0
A0A2I0WYH1	Q54Z01	0.34623	0.119	5.2	109.0
Q9M1J1	Q9M1J1	1.0	1.0	0.0	170.0
Q94HW2	Q94HW2	1.0	1.0	0.0	1466.0
Q9FM79	Q9FM79	1.0	1.0	0.0	380.0
A0A3Q7ITU5	Q7XJK8	0.32419	0.254	3.08	118.0
A0A2P5Y2B6	Q84WU2	0.37923	0.37	2.76	146.0
A0A0Q3EQ52	K4BNG7	0.32411	0.281	3.39	160.0
A0A0P0WC06	Q7XBQ9	0.57325	0.181	5.84	745.0
Q9LZH9	Q9LZH9	1.0	1.0	0.0	256.0
I1N2L2	O80942	0.30447	0.387	5.91	142.0
C4J4L1	Q9LES3	0.24904	0.109	5.31	110.0
A0A2P5X7D3	Q8VZG8	0.42937	0.099	5.67	181.0
Q9MAC6	Q76MT4	0.36875	0.334	6.19	332.0
A0A2P5WXN7	Q9SD53	0.77229	0.279	3.46	390.0
A0A3Q7GGH5	Q94HW2	0.89054	0.398	1.34	161.0
A0A7J7HEA8	Q8RYM9	0.90606	0.361	2.47	305.0
A0A0R0E615	Q9FFJ8	0.43413	0.134	3.18	127.0
A0A498I843	Q39214	0.82365	0.272	2.81	485.0
A0A3S3NWN6	P60839	0.84347	0.309	3.28	453.0
O82155	O82155	1.0	1.0	0.0	194.0
Q6NPC9	Q6NPC9	1.0	1.0	0.0	318.0
Q9FL44	Q9FL44	1.0	1.0	0.0	235.0
A0A2P5WA91	Q9SZA7	0.80454	0.275	2.09	109.0
F4IJK6	F4IJK6	1.0	1.0	0.0	1083.0
Q93ZH3	P43487	0.26349	0.224	2.41	125.0
A0A2I0VZ16	O13612	0.65314	0.203	2.87	79.0
B4FRR3	Q94IK2	0.27791	0.255	5.64	157.0
E2FKI1	Q9SS87	0.57784	0.229	6.27	525.0
Q9FJ73	Q9FJ73	1.0	1.0	0.0	343.0
A0A2R6Q0X6	Q6LX62	0.32814	0.185	2.4	162.0
Q9LVY1	Q9LVY1	1.0	1.0	0.0	420.0
Q9LJJ7	Q9LJJ7	1.0	1.0	0.0	500.0
Q9SL48	Q9SL48	1.0	1.0	0.0	627.0
A0A498KP28	Q6H638	0.78393	0.549	2.12	162.0
A0A804U7X3	Q4PR43	0.62409	0.762	2.54	80.0
Q0J7R4	Q09413	0.70193	0.239	2.32	92.0
A0A494G8S4	Q04050	0.78016	0.878	1.89	148.0
Q9LZW3	Q9LZW3	1.0	1.0	0.0	674.0
Q58FY7	Q9P6Q6	0.5074	0.088	3.15	227.0
Q8LG88	Q8LG88	1.0	1.0	0.0	540.0
A0A7J7H3K1	Q07262	0.85874	0.638	1.8	116.0
A0A498I618	Q9SSK7	0.45847	0.337	3.76	202.0
A0A1D6MKP9	F4KEW8	0.29236	0.275	6.11	233.0
A0A7J7HHD9	Q8L748	0.71023	0.652	3.3	267.0
A0A0P0XD00	Q9C9A3	0.28617	0.382	1.79	68.0
A0A7J7H8J3	Q93VQ0	0.93735	0.638	1.68	271.0
F4I8I0	F4I8I0	1.0	1.0	0.0	596.0
Q9FML3	Q8G4L4	0.65774	0.176	2.82	239.0
Q9SUZ8	Q65XS5	0.72598	0.288	2.56	274.0
A0A0R0E2R8	Q6JN46	0.68606	0.319	4.93	855.0
Q9SLD9	Q07404	0.49332	0.227	2.97	207.0
Q94JS0	Q94JS0	1.0	1.0	0.0	272.0
K7N054	F4HXQ7	0.23372	0.336	7.19	271.0
A0A0P0V3N0	nan				
F6H7B9	Q9FFJ8	0.44611	0.261	3.72	157.0
U5CZ28	Q9FZI8	0.82423	0.577	1.97	104.0
A0A0R0GDS7	Q6MHJ5	0.59202	0.239	4.08	327.0
O22176	O22176	1.0	1.0	0.0	317.0
A0A2I0VA38	Q9LDK9	0.84951	0.587	1.68	75.0
A0A2P5WJ99	P51990	0.33877	0.09	3.99	100.0
A0A3Q7JDD5	Q0WQ63	0.89394	0.615	1.99	200.0
A0A804JV82	Q9XI81	0.76094	0.415	3.65	207.0
A0A2I0WMU7	Q25AG3	0.90424	0.4	1.91	195.0
I1KJG1	Q9FJF4	0.24573	0.375	4.55	80.0
Q9LP45	Q9LP45	1.0	1.0	0.0	419.0
A0A498HWR3	P49016	0.51357	0.261	2.56	199.0
Q9SAJ3	Q9SAJ3	1.0	1.0	0.0	1008.0
Q9LHS0	Q8S9J8	0.57757	0.306	4.28	359.0
A0A3S3NB16	Q9SK32	0.55262	0.302	3.12	248.0
O49498	O49498	1.0	1.0	0.0	1044.0
I1KQ12	Q8S8M5	0.44851	0.309	4.3	152.0
A0A0N7KE42	Q9SRN1	0.81048	0.25	3.12	212.0
A0A7J7HT14	O22938	0.90548	0.41	2.19	273.0
Q8VYB7	Q8VYB7	1.0	1.0	0.0	678.0
A0A7J7GZ67	Q9LEB3	0.18834	0.186	4.59	102.0
A0A2P5YIX2	A3AWH5	0.45202	0.46	5.04	124.0
A0A2R6PPG2	Q9FJK7	0.96775	0.731	1.03	182.0
A0A2I0XGR8	Q9LIG0	0.945	0.61	1.05	118.0
Q6XJG8	Q6XJG8	1.0	1.0	0.0	891.0
A0A1I9LM38	Q970S6	0.58295	0.21	2.11	210.0
F6I4T8	A3GFF4	0.54664	0.286	2.35	70.0
Q9C9D4	A2RVQ5	0.32065	0.469	2.66	81.0
A0A804I6S7	Q7XKC5	0.58926	0.589	2.07	112.0
Q8L7E9	Q8L7E9	1.0	1.0	0.0	421.0
Q0WTL2	A8FB62	0.40088	0.209	2.36	163.0
Q9S733	Q9S733	1.0	1.0	0.0	351.0
Q9SFV1	P9WHR8	0.31514	0.141	3.24	191.0
A0A2R6PA67	P46604	0.45226	0.633	4.45	147.0
C6THK0	Q5RD48	0.31295	0.128	4.82	117.0
Q9FMG0	P71847	0.86665	0.328	2.77	317.0
A0A2P5YF63	Q9SR34	0.3316	0.373	3.43	75.0
Q9SHL5	Q45FA5	0.7817	0.472	1.99	358.0
Q9LHQ5	Q9LHQ5	1.0	1.0	0.0	132.0
A0A2P5XJX4	Q31KG6	0.84406	0.732	0.68	287.0
A0A443NDS0	F4IFD0	0.60794	0.31	2.55	397.0
A0A498KHT0	Q8L3W1	0.20853	0.253	4.7	174.0
Q94EG4	Q9XC60	0.3956	0.157	2.86	102.0
Q8H103	Q8H103	1.0	1.0	0.0	613.0
Q9LV70	P0DO21	0.88446	0.275	2.75	397.0
Q9SXE7	Q00451	0.33272	0.543	4.07	116.0
A0A2P5XU10	Q9FFJ8	0.52967	0.247	4.3	158.0
Q8W1Y0	Q8W1Y0	1.0	1.0	0.0	1031.0
I1MLC5	O22800	0.40579	0.347	4.96	193.0
A0A2P5XF42	O80800	0.86974	0.774	1.51	62.0
A0A2R6Q9L4	Q2HIM5	0.85073	0.706	1.68	102.0
Q9SRQ2	Q9SRQ2	1.0	1.0	0.0	454.0
Q10S69	Q8LE10	0.53901	0.633	3.49	177.0
Q9LH52	Q9LH52	1.0	1.0	0.0	325.0
A0A2I0WSL7	P0C5E2	0.71169	0.307	3.01	218.0
P53665	P53665	1.0	1.0	0.0	122.0
Q9XIA5	Q9FFF6	0.93594	0.326	1.78	344.0
Q8LDS5	Q8LDS5	1.0	1.0	0.0	233.0
Q9C8P7	Q9FKE6	0.92816	0.531	2.06	243.0
O80874	O80874	1.0	1.0	0.0	508.0
O80489	Q01474	0.99141	0.922	0.5	193.0
A0A804NIT9	P0DKL4	0.80607	0.747	3.12	261.0
Q9AS78	F4KEW8	0.45241	0.103	4.57	242.0
Q94AY1	Q94AY1	1.0	1.0	0.0	651.0
A0A6I9USI9	P08548	0.59702	0.193	4.17	176.0
W1PQ46	Q92547	0.83414	0.221	2.5	190.0
Q67XX3	Q67XX3	1.0	1.0	0.0	502.0
A0A0R0FM10	Q9FQ20	0.3162	0.236	6.16	233.0
Q8GYJ7	Q8KN28	0.76019	0.257	2.47	571.0
A0A3S3QNG9	Q9SFX2	0.64199	0.227	4.46	741.0
Q9C523	Q9C523	1.0	1.0	0.0	185.0
W1NNQ4	Q53QI0	0.63075	0.195	2.94	118.0
A0A199VQP1	Q9ZSP5	0.97114	0.716	0.94	176.0
A0A2P5VWQ6	P90648	0.7287	0.205	2.89	288.0
A0A3Q7FTA6	Q9FL99	0.54323	0.107	4.3	373.0
Q9FMF9	O75533	0.76194	0.713	4.11	1039.0
W1P103	A9QY38	0.89449	0.573	1.99	157.0
A0A7J7G9U0	Q9FIG8	0.69793	0.521	2.21	94.0
I1LYG4	Q9LNH6	0.5328	0.745	4.01	192.0
A0A2R6Q1R7	Q8H5T6	0.52024	0.81	2.32	42.0
Q8LD39	Q0AUL0	0.69836	0.487	0.53	113.0
A0A498JQE4	Q3TWF6	0.24728	0.175	6.92	177.0
A0A804U867	Q24524	0.53211	0.173	2.36	75.0
A0A1D6ENR9	O23020	0.52876	0.089	2.55	112.0
A0A2R6Q454	Q9FFN2	0.92927	0.399	1.7	321.0
Q9LFQ8	Q9LVJ0	0.44937	0.16	4.56	200.0
